"","dz","x","y"
"4244","S01010749",282409.61381419,881671.24045091
"4245","S01010750",287753.26428076,879668.79216499
"4246","S01010751",286031.89696963,875337.920196
"4247","S01010752",278189.867588,881597.84119093
"4248","S01010753",275085.63488716,879879.18672633
"4249","S01010754",277868.97922913,881694.71282727
"4250","S01010755",277758.47338725,882138.68912282
"4251","S01010756",277973.924696,882420.98687966
"4252","S01010757",240259.44953587,900258.43711657
"4253","S01010758",279219.78931077,892356.27505505
"4254","S01010759",280300.27253772,889727.59704649
"4255","S01010760",278875.522368,890049.32469343
"4256","S01010761",271398.86619388,892021.74217988
"4257","S01010762",264210.49877915,884473.19963082
"4258","S01010763",263591.26391817,894643.87324047
"4259","S01010764",271308.79968039,911862.7220134
"4260","S01010765",252400.02500227,916556.00291292
"4261","S01010766",280147.17845151,900135.91495836
"4262","S01010767",290608.79359283,904443.94556017
"4263","S01010768",290513.01789889,903761.2541933
"4264","S01010769",284179.8675913,910506.46080953
"4265","S01010770",282862.67420517,903287.70577398
"4266","S01010771",290504.60574179,923140.39306572
"4267","S01010772",308738.69261707,931594.24672197
"4268","S01010773",329277.07178686,943238.79305569
"4269","S01010774",323144.01689683,938177.77428681
"4270","S01010775",331750.54457421,950407.29208071
"4271","S01010776",336606.37468527,950426.57078854
"4272","S01010777",337154.27533735,950111.19751692
"4273","S01010778",336893.10642586,950012.13229004
"4274","S01010779",336380.46154223,949926.15262329
"4275","S01010780",335954.10473667,950221.44420601
"4276","S01010781",336116.6765164,950758.11811439
"4277","S01010782",336258.07281679,951214.19422453
"4278","S01010783",336491.16034964,951418.41485421
"4279","S01010784",336991.80913223,951377.56000868
"4280","S01010785",337177.17653341,951107.2508911
"4281","S01010786",338180.12993717,951931.32045056
"4282","S01010787",324199.60404961,953924.09327843
"4283","S01010788",333028.22014323,954888.50616095
"4284","S01010789",329418.83640113,963696.20236574
"4285","S01010790",335318.87294527,969244.59360096
"4286","S01010791",325485.21071166,971769.59500519
"4287","S01010792",319393.90712167,967930.34750714
"4288","S01010793",320484.59472658,966338.84494603
"4289","S01010794",314294.40577249,966511.55434008
"4290","S01010795",313279.50647671,959363.69726622
"4291","S01010796",307693.60711314,948147.00263013
"4292","S01010797",307955.03888897,965291.73845834
"4293","S01010798",299738.61129961,960031.38027966
"4294","S01010799",311646.15464041,968247.9756537
"4295","S01010800",312469.91320318,968295.77797161
"4296","S01010801",312134.33168628,967947.10609622
"4297","S01010802",311589.8682749,967662.95514553
"4298","S01010803",311214.51482304,968640.20020892
"4299","S01010804",311251.12984084,968318.04129917
"4300","S01010805",310989.02336447,967914.28528726
"4301","S01010806",310699.58478678,967501.59881679
"4302","S01010807",310722.40899503,968279.46703683
"4303","S01010808",310730.5015753,968515.49366771
"4304","S01010809",310214.80145307,969810.01074118
"4305","S01010810",285643.23811116,952730.62429503
"4306","S01010811",265524.72096293,943386.64321223
"4307","S01010812",241646.8718035,954344.07095019
"4308","S01010813",220792.53317413,919008.36026519
"4309","S01010814",216398.01041611,935437.02323262
"4310","S01010815",228819.47274132,945396.30952309
"4311","S01010816",236143.60573401,669367.28658283
"4312","S01010817",235132.75747776,669850.15679987
"4313","S01010818",236056.00588954,670119.00466651
"4314","S01010819",235579.81358201,672098.38045602
"4315","S01010820",230338.8932841,670044.93859586
"4316","S01010821",234569.13980815,668174.62268939
"4317","S01010822",233441.98410902,665459.50492938
"4318","S01010823",225697.69422942,671936.7545361
"4319","S01010824",220940.31993629,671381.42678905
"4320","S01010825",221413.33690014,670470.03535525
"4321","S01010826",219303.21403697,669385.6382913
"4322","S01010827",219312.91233349,670055.71261836
"4323","S01010828",219205.24794325,670378.65520332
"4324","S01010829",220592.7763249,672128.27015528
"4325","S01010830",221193.24637824,672185.51779441
"4326","S01010831",221612.1908695,672483.63783507
"4327","S01010832",221918.60988024,674567.02584212
"4328","S01010833",221298.89145608,676119.43208294
"4329","S01010834",221939.03762262,676527.99463638
"4330","S01010835",222607.91891586,676806.16135063
"4331","S01010836",223275.87556472,677072.19700473
"4332","S01010837",223327.2392065,676754.65920168
"4333","S01010838",223751.36764451,676829.39240443
"4334","S01010839",223971.82274835,677214.97408033
"4335","S01010840",223875.93933835,677658.21086931
"4336","S01010841",224082.54468658,677593.32537961
"4337","S01010842",224335.5466756,677600.9459921
"4338","S01010843",224838.76242005,677270.5881738
"4339","S01010844",224570.42718443,676977.27296498
"4340","S01010845",224923.68147325,676488.01591649
"4341","S01010846",224239.94561107,676509.5221179
"4342","S01010847",224513.09228062,676167.69526292
"4343","S01010848",224267.24378796,675874.40551956
"4344","S01010849",223970.40846069,675790.94577473
"4345","S01010850",223734.43312344,675858.31760031
"4346","S01010851",223418.35767076,675989.74393192
"4347","S01010852",223718.18754371,675189.45608779
"4348","S01010853",224203.07205907,675251.60593026
"4349","S01010854",224712.96057355,675228.01786707
"4350","S01010855",224652.72459233,675605.53122755
"4351","S01010856",224891.86709919,675778.76820642
"4352","S01010857",225335.87253784,675817.20192897
"4353","S01010858",225396.90658609,676190.23654361
"4354","S01010859",225512.11887781,676465.55403949
"4355","S01010860",225724.85341517,675824.08446561
"4356","S01010861",226162.7907709,675928.15681162
"4357","S01010862",226023.3793635,676196.65099695
"4358","S01010863",225876.46824513,676911.58099651
"4359","S01010864",225191.8591559,677059.14905263
"4360","S01010865",225697.57541604,677710.94215064
"4361","S01010866",226300.67442274,677390.6986178
"4362","S01010867",226623.37929717,677552.91478188
"4363","S01010868",226839.03109247,677138.73510181
"4364","S01010869",226592.61372014,676829.27991712
"4365","S01010870",227463.98617938,677071.43283108
"4366","S01010871",227154.01705464,676923.95449497
"4367","S01010872",227327.3014811,676613.29827833
"4368","S01010873",227462.60673844,676369.30876225
"4369","S01010874",226950.81212548,676681.9476982
"4370","S01010875",227141.13992189,676426.34620333
"4371","S01010876",227003.26132411,676324.89163467
"4372","S01010877",226502.56822675,676286.92381649
"4373","S01010878",226597.17409856,675705.59272132
"4374","S01010879",225871.20500327,675526.32139879
"4375","S01010880",225889.37053715,675251.43022963
"4376","S01010881",226308.70862024,675452.8022313
"4377","S01010882",226648.53649905,675137.7557287
"4378","S01010883",227033.84781132,675344.43238503
"4379","S01010884",227177.01790651,675624.18881262
"4380","S01010885",227904.29714437,675535.87404046
"4381","S01010886",227656.59782706,675611.80121767
"4382","S01010887",227531.21800315,675813.8482215
"4383","S01010888",227246.55737424,675917.07417057
"4384","S01010889",227080.80379267,676043.99708884
"4385","S01010890",227595.03392283,676134.2867863
"4386","S01010891",227946.13871704,676400.55697224
"4387","S01010892",227771.2948637,676019.77324083
"4388","S01010893",228110.12693294,675843.272959
"4389","S01010894",228706.19331475,675658.21313777
"4390","S01010895",229000.46910946,675480.12523512
"4391","S01010896",228936.61861581,675299.90912212
"4392","S01010897",228594.62077447,674948.94842132
"4393","S01010898",228927.61581968,674533.11946805
"4394","S01010899",229306.62630442,674367.31269584
"4395","S01010900",229419.92220722,674584.5757511
"4396","S01010901",229015.76789974,674837.94447317
"4397","S01010902",229331.32666536,675071.29837946
"4398","S01010903",229528.93460176,675342.33198762
"4399","S01010904",229864.85938043,675038.19595674
"4400","S01010905",230242.97041987,675350.62308778
"4401","S01010906",230603.35950643,674721.06967615
"4402","S01010907",231181.82525101,674956.22168763
"4403","S01010908",231131.82353664,674554.59388757
"4404","S01010909",231559.26335913,674384.58803399
"4405","S01010910",231653.89389953,674761.76456561
"4406","S01010911",232066.64487356,674547.75297245
"4407","S01010912",232440.18358152,674368.29353293
"4408","S01010913",232199.50405998,674050.2968585
"4409","S01010914",232719.79023357,673675.27020919
"4410","S01010915",232813.84027969,673384.92454358
"4411","S01010916",232897.28554892,674150.37525387
"4412","S01010917",233565.33140151,674082.1664836
"4413","S01010918",233307.51772819,673473.49491917
"4414","S01010919",233630.92032117,673725.30310273
"4415","S01010920",234474.55381718,673932.48167052
"4416","S01010921",234497.76482855,673508.78516129
"4417","S01010922",233943.47381136,673383.2765086
"4418","S01010923",233482.39002452,673100.7588598
"4419","S01010924",233625.9126298,672889.36800912
"4420","S01010925",233916.16368381,672708.24797626
"4421","S01010926",234123.66689482,672952.54752606
"4422","S01010927",234381.44810978,673252.16814498
"4423","S01010928",234522.91503055,672972.98270984
"4424","S01010929",234736.51792676,673139.0960463
"4425","S01010930",321561.89866996,658197.75114497
"4426","S01010931",331211.47399592,655359.10531911
"4427","S01010932",328996.11580516,662868.94545556
"4428","S01010933",328614.25556248,661202.87716694
"4429","S01010934",323847.15046513,659888.05161182
"4430","S01010935",323301.00212858,659739.46129404
"4431","S01010936",323455.61502171,660039.44566719
"4432","S01010937",323826.71515522,660395.48309673
"4433","S01010938",323593.33088869,660570.00478798
"4434","S01010939",322956.20331036,660470.94868167
"4435","S01010940",322537.25382328,660353.20220402
"4436","S01010941",322201.29565042,660337.15371464
"4437","S01010942",322569.30550431,660717.39065993
"4438","S01010943",323098.32818882,660747.80155468
"4439","S01010944",323400.86470592,660748.08043849
"4440","S01010945",323936.91125708,661013.95146838
"4441","S01010946",324121.73156193,660693.1780739
"4442","S01010947",324346.35071847,660634.60754787
"4443","S01010948",324360.26843985,661076.40120354
"4444","S01010949",324092.25673034,661511.03864809
"4445","S01010950",323549.5905364,661212.10067069
"4446","S01010951",323195.96076131,661363.32562604
"4447","S01010952",323053.85667282,661092.32386442
"4448","S01010953",322940.61547359,660899.14327759
"4449","S01010954",324631.09816715,661958.93571705
"4450","S01010955",323577.88762346,662202.99608885
"4451","S01010956",322777.61716934,663594.02921842
"4452","S01010957",326716.93004073,663251.20545029
"4453","S01010958",327004.46050357,663288.83891484
"4454","S01010959",327288.46541829,663531.71674244
"4455","S01010960",327999.81226719,664004.49096425
"4456","S01010961",326083.78752779,664752.56135094
"4457","S01010962",325949.36420298,666431.52855789
"4458","S01010963",327161.72378541,665682.86141672
"4459","S01010964",327513.89832781,665788.45379829
"4460","S01010965",327470.05916948,665478.0500804
"4461","S01010966",327827.16335439,665308.48615523
"4462","S01010967",327798.91241248,665520.51871049
"4463","S01010968",327931.37000896,665766.51403281
"4464","S01010969",328142.1172576,666055.90921951
"4465","S01010970",328503.47503634,665771.71366371
"4466","S01010971",329357.99337493,664769.87062883
"4467","S01010972",329767.73151389,664529.01746377
"4468","S01010973",329792.14024104,664738.99306927
"4469","S01010974",330084.64548583,664889.53548396
"4470","S01010975",330274.96385856,664875.67887468
"4471","S01010976",330293.69336413,664332.05653176
"4472","S01010977",330586.44064461,664620.97941411
"4473","S01010978",330788.19901573,664887.74743818
"4474","S01010979",330404.79989472,665129.18207069
"4475","S01010980",331052.49954146,665092.56476623
"4476","S01010981",330689.19398899,665374.94510266
"4477","S01010982",330210.65919082,665866.02900227
"4478","S01010983",331056.74911735,665615.73805249
"4479","S01010984",331243.49026877,665874.89293159
"4480","S01010985",331364.08629212,665404.88004972
"4481","S01010986",331479.60117543,665104.10184079
"4482","S01010987",331705.26633279,664954.19050441
"4483","S01010988",331923.16761461,664792.5265862
"4484","S01010989",331255.29791331,664104.72986145
"4485","S01010990",331248.5367212,664755.35727793
"4486","S01010991",331517.85979546,663553.69925621
"4487","S01010992",333161.11105518,663658.73955195
"4488","S01010993",332999.84829649,664612.83677681
"4489","S01010994",333532.60885014,665741.18474572
"4490","S01010995",331602.02459172,665640.50135143
"4491","S01010996",332087.21142836,666031.53007891
"4492","S01010997",332065.0014495,666502.37413545
"4493","S01010998",332694.20773502,666484.76737818
"4494","S01010999",332631.50671975,667110.84463401
"4495","S01011000",331073.51010703,668157.68422909
"4496","S01011001",330936.10508514,669162.32924384
"4497","S01011002",330833.66485533,669550.66956786
"4498","S01011003",330592.34411774,669475.95522765
"4499","S01011004",330435.83496775,669697.90371619
"4500","S01011005",333565.54648909,667544.61423637
"4501","S01011006",334701.51478792,668044.75795406
"4502","S01011007",334183.85251617,667186.45278593
"4503","S01011008",334503.95674605,667140.89425692
"4504","S01011009",334705.09818198,667068.25655366
"4505","S01011010",333190.96811958,667153.86656978
"4506","S01011011",333476.05001159,667306.34565974
"4507","S01011012",333854.27727972,667181.4299326
"4508","S01011013",334220.25974206,666907.2758997
"4509","S01011014",334127.16157559,666607.49356743
"4510","S01011015",334507.36622428,666653.04498472
"4511","S01011016",334988.32102483,667158.23148188
"4512","S01011017",337865.70256153,666268.84626808
"4513","S01011018",339463.94595976,664121.31394236
"4514","S01011019",340452.91314799,660919.5053863
"4515","S01011020",336151.58534261,658369.93140811
"4516","S01011021",334363.46906585,665892.91610674
"4517","S01011022",334764.4642303,665639.81990413
"4518","S01011023",334535.41296917,665367.61388346
"4519","S01011024",335188.17801421,664993.79684943
"4520","S01011025",335534.89601954,664867.17777119
"4521","S01011026",335516.41194108,664638.55387052
"4522","S01011027",335019.42539486,664797.61048873
